dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1907-09-01,30.160999999999998,2.046,Baghdad,Iraq,32.95N,45.00E
1907-10-01,22.465,0.862,Baghdad,Iraq,32.95N,45.00E
1907-11-01,14.213,0.852,Baghdad,Iraq,32.95N,45.00E
1907-12-01,10.68,0.578,Baghdad,Iraq,32.95N,45.00E
1908-01-01,8.804,0.555,Baghdad,Iraq,32.95N,45.00E
1908-02-01,10.494000000000002,0.979,Baghdad,Iraq,32.95N,45.00E
1908-03-01,15.758,0.8540000000000001,Baghdad,Iraq,32.95N,45.00E
1908-04-01,21.201999999999998,0.835,Baghdad,Iraq,32.95N,45.00E
1908-05-01,27.538,0.738,Baghdad,Iraq,32.95N,45.00E
1908-06-01,32.876999999999995,0.6759999999999999,Baghdad,Iraq,32.95N,45.00E
1908-07-01,34.131,1.151,Baghdad,Iraq,32.95N,45.00E
1908-08-01,34.295,0.6579999999999999,Baghdad,Iraq,32.95N,45.00E
1908-09-01,31.557,0.852,Baghdad,Iraq,32.95N,45.00E
1908-10-01,24.261999999999997,1.162,Baghdad,Iraq,32.95N,45.00E
1908-11-01,16.719,0.763,Baghdad,Iraq,32.95N,45.00E
1908-12-01,9.495,1.098,Baghdad,Iraq,32.95N,45.00E
1909-01-01,8.597000000000001,0.614,Baghdad,Iraq,32.95N,45.00E
1909-02-01,12.479000000000001,0.48,Baghdad,Iraq,32.95N,45.00E
1909-03-01,17.85,0.602,Baghdad,Iraq,32.95N,45.00E
1909-04-01,21.090999999999998,1.183,Baghdad,Iraq,32.95N,45.00E
1909-05-01,29.75,0.695,Baghdad,Iraq,32.95N,45.00E
1909-06-01,31.991999999999997,0.373,Baghdad,Iraq,32.95N,45.00E
1909-07-01,35.764,1.32,Baghdad,Iraq,32.95N,45.00E
1909-08-01,34.173,0.516,Baghdad,Iraq,32.95N,45.00E
1909-09-01,30.860000000000007,0.7609999999999999,Baghdad,Iraq,32.95N,45.00E
1909-10-01,24.593000000000004,0.792,Baghdad,Iraq,32.95N,45.00E
1909-11-01,18.249,0.65,Baghdad,Iraq,32.95N,45.00E
1909-12-01,12.08,0.619,Baghdad,Iraq,32.95N,45.00E
1910-01-01,9.976,0.6729999999999999,Baghdad,Iraq,32.95N,45.00E
1910-02-01,13.157,0.691,Baghdad,Iraq,32.95N,45.00E
1910-03-01,13.199000000000002,1.077,Baghdad,Iraq,32.95N,45.00E
1910-04-01,21.078000000000007,0.8170000000000001,Baghdad,Iraq,32.95N,45.00E
1910-05-01,27.276,0.449,Baghdad,Iraq,32.95N,45.00E
1910-06-01,32.238,1.14,Baghdad,Iraq,32.95N,45.00E
1910-07-01,35.167,0.5539999999999999,Baghdad,Iraq,32.95N,45.00E
1910-08-01,34.751999999999995,0.8759999999999999,Baghdad,Iraq,32.95N,45.00E
1910-09-01,30.342,0.6629999999999999,Baghdad,Iraq,32.95N,45.00E
1910-10-01,24.055999999999997,0.722,Baghdad,Iraq,32.95N,45.00E
1910-11-01,16.747000000000003,0.396,Baghdad,Iraq,32.95N,45.00E
1910-12-01,8.245,1.2819999999999998,Baghdad,Iraq,32.95N,45.00E
1911-01-01,4.2360000000000015,0.847,Baghdad,Iraq,32.95N,45.00E
1911-02-01,7.918999999999999,0.733,Baghdad,Iraq,32.95N,45.00E
1911-03-01,13.020999999999999,0.816,Baghdad,Iraq,32.95N,45.00E
1911-04-01,19.692999999999998,0.75,Baghdad,Iraq,32.95N,45.00E
1911-05-01,27.184,0.416,Baghdad,Iraq,32.95N,45.00E
1911-06-01,31.34,0.464,Baghdad,Iraq,32.95N,45.00E
1911-07-01,34.67,0.426,Baghdad,Iraq,32.95N,45.00E
1911-08-01,33.543,0.738,Baghdad,Iraq,32.95N,45.00E
1911-09-01,29.269,0.426,Baghdad,Iraq,32.95N,45.00E
1911-10-01,23.881999999999998,0.926,Baghdad,Iraq,32.95N,45.00E
1911-11-01,16.113000000000003,0.389,Baghdad,Iraq,32.95N,45.00E
1911-12-01,10.945,0.727,Baghdad,Iraq,32.95N,45.00E
1912-01-01,8.762,1.005,Baghdad,Iraq,32.95N,45.00E
1912-02-01,13.332999999999998,0.797,Baghdad,Iraq,32.95N,45.00E
1912-03-01,16.311,0.495,Baghdad,Iraq,32.95N,45.00E
1912-04-01,21.741,0.629,Baghdad,Iraq,32.95N,45.00E
1912-05-01,26.935,0.8140000000000001,Baghdad,Iraq,32.95N,45.00E
1912-06-01,33.742,0.706,Baghdad,Iraq,32.95N,45.00E
1912-07-01,34.047,0.5720000000000001,Baghdad,Iraq,32.95N,45.00E
1912-08-01,34.125,1.062,Baghdad,Iraq,32.95N,45.00E
1912-09-01,31.956999999999997,1.433,Baghdad,Iraq,32.95N,45.00E
1912-10-01,24.921999999999997,1.592,Baghdad,Iraq,32.95N,45.00E
1912-11-01,17.038,0.7509999999999999,Baghdad,Iraq,32.95N,45.00E
1912-12-01,9.503,0.438,Baghdad,Iraq,32.95N,45.00E
1913-01-01,8.014000000000001,0.5,Baghdad,Iraq,32.95N,45.00E
1913-02-01,8.857999999999997,0.61,Baghdad,Iraq,32.95N,45.00E
1913-03-01,14.244000000000002,1.361,Baghdad,Iraq,32.95N,45.00E
1913-04-01,21.364,0.35100000000000003,Baghdad,Iraq,32.95N,45.00E
1913-05-01,28.538,0.513,Baghdad,Iraq,32.95N,45.00E
1913-06-01,32.316,1.071,Baghdad,Iraq,32.95N,45.00E
1913-07-01,34.194,0.884,Baghdad,Iraq,32.95N,45.00E
1913-08-01,34.091,0.809,Baghdad,Iraq,32.95N,45.00E
1913-09-01,31.268,1.208,Baghdad,Iraq,32.95N,45.00E
1913-10-01,24.578000000000003,0.745,Baghdad,Iraq,32.95N,45.00E
1913-11-01,16.301000000000002,0.619,Baghdad,Iraq,32.95N,45.00E
1913-12-01,10.187000000000001,0.852,Baghdad,Iraq,32.95N,45.00E
1914-01-01,11.394,0.8059999999999999,Baghdad,Iraq,32.95N,45.00E
1914-02-01,11.325,1.179,Baghdad,Iraq,32.95N,45.00E
1914-03-01,16.797,0.738,Baghdad,Iraq,32.95N,45.00E
1914-04-01,20.498,0.563,Baghdad,Iraq,32.95N,45.00E
1914-05-01,27.011,0.425,Baghdad,Iraq,32.95N,45.00E
1914-06-01,30.97,1.064,Baghdad,Iraq,32.95N,45.00E
1914-07-01,33.76,1.123,Baghdad,Iraq,32.95N,45.00E
1914-08-01,33.929,0.522,Baghdad,Iraq,32.95N,45.00E
1914-09-01,29.599,0.938,Baghdad,Iraq,32.95N,45.00E
1914-10-01,24.335,0.491,Baghdad,Iraq,32.95N,45.00E
1914-11-01,16.23,0.7290000000000001,Baghdad,Iraq,32.95N,45.00E
1914-12-01,10.15,0.493,Baghdad,Iraq,32.95N,45.00E
1915-01-01,11.356,1.096,Baghdad,Iraq,32.95N,45.00E
1915-02-01,12.814,0.843,Baghdad,Iraq,32.95N,45.00E
1915-03-01,18.067,0.818,Baghdad,Iraq,32.95N,45.00E
1915-04-01,21.23,0.977,Baghdad,Iraq,32.95N,45.00E
1915-05-01,27.781,0.878,Baghdad,Iraq,32.95N,45.00E
1915-06-01,33.061,1.016,Baghdad,Iraq,32.95N,45.00E
1915-07-01,34.424,0.452,Baghdad,Iraq,32.95N,45.00E
1915-08-01,33.946,0.775,Baghdad,Iraq,32.95N,45.00E
1915-09-01,30.576,0.395,Baghdad,Iraq,32.95N,45.00E
1915-10-01,23.633000000000006,0.556,Baghdad,Iraq,32.95N,45.00E
1915-11-01,17.643,0.7140000000000001,Baghdad,Iraq,32.95N,45.00E
1915-12-01,11.441,0.955,Baghdad,Iraq,32.95N,45.00E
1916-01-01,9.209,0.7909999999999999,Baghdad,Iraq,32.95N,45.00E
1916-02-01,11.196,0.8690000000000001,Baghdad,Iraq,32.95N,45.00E
1916-03-01,16.863,0.826,Baghdad,Iraq,32.95N,45.00E
1916-04-01,20.745,0.581,Baghdad,Iraq,32.95N,45.00E
1916-05-01,29.298,0.7240000000000001,Baghdad,Iraq,32.95N,45.00E
1916-06-01,32.358000000000004,0.447,Baghdad,Iraq,32.95N,45.00E
1916-07-01,34.900999999999996,0.731,Baghdad,Iraq,32.95N,45.00E
1916-08-01,33.569,1.064,Baghdad,Iraq,32.95N,45.00E
1916-09-01,29.513,1.696,Baghdad,Iraq,32.95N,45.00E
1916-10-01,23.5,2.754,Baghdad,Iraq,32.95N,45.00E
1916-11-01,18.027,1.341,Baghdad,Iraq,32.95N,45.00E
1916-12-01,12.568,0.87,Baghdad,Iraq,32.95N,45.00E
1917-01-01,10.485,1.022,Baghdad,Iraq,32.95N,45.00E
1917-02-01,12.715,0.904,Baghdad,Iraq,32.95N,45.00E
1917-03-01,17.168,0.691,Baghdad,Iraq,32.95N,45.00E
1917-04-01,24.871,1.419,Baghdad,Iraq,32.95N,45.00E
1917-05-01,27.643,0.8190000000000001,Baghdad,Iraq,32.95N,45.00E
1917-06-01,31.559,0.61,Baghdad,Iraq,32.95N,45.00E
1917-07-01,36.041,0.417,Baghdad,Iraq,32.95N,45.00E
1917-08-01,33.935,0.657,Baghdad,Iraq,32.95N,45.00E
1917-09-01,30.346,1.058,Baghdad,Iraq,32.95N,45.00E
1917-10-01,23.081999999999997,0.613,Baghdad,Iraq,32.95N,45.00E
1917-11-01,17.918000000000006,0.947,Baghdad,Iraq,32.95N,45.00E
1917-12-01,9.422,1.101,Baghdad,Iraq,32.95N,45.00E
1918-01-01,9.286,0.662,Baghdad,Iraq,32.95N,45.00E
1918-02-01,11.065,0.602,Baghdad,Iraq,32.95N,45.00E
1918-03-01,14.324000000000002,0.981,Baghdad,Iraq,32.95N,45.00E
1918-04-01,19.311,1.131,Baghdad,Iraq,32.95N,45.00E
1918-05-01,27.171999999999997,1.086,Baghdad,Iraq,32.95N,45.00E
1918-06-01,31.294,0.8109999999999999,Baghdad,Iraq,32.95N,45.00E
1918-07-01,34.319,0.974,Baghdad,Iraq,32.95N,45.00E
1918-08-01,33.349000000000004,0.527,Baghdad,Iraq,32.95N,45.00E
1918-09-01,31.386999999999997,0.616,Baghdad,Iraq,32.95N,45.00E
1918-10-01,25.808000000000003,0.772,Baghdad,Iraq,32.95N,45.00E
1918-11-01,17.604000000000006,0.447,Baghdad,Iraq,32.95N,45.00E
1918-12-01,11.196,0.468,Baghdad,Iraq,32.95N,45.00E
1919-01-01,11.448,1.321,Baghdad,Iraq,32.95N,45.00E
1919-02-01,12.591,0.628,Baghdad,Iraq,32.95N,45.00E
1919-03-01,16.892,0.736,Baghdad,Iraq,32.95N,45.00E
1919-04-01,22.573,0.895,Baghdad,Iraq,32.95N,45.00E
1919-05-01,26.237,1.679,Baghdad,Iraq,32.95N,45.00E
1919-06-01,30.985,1.285,Baghdad,Iraq,32.95N,45.00E
1919-07-01,33.96,0.6409999999999999,Baghdad,Iraq,32.95N,45.00E
1919-08-01,33.563,0.8370000000000001,Baghdad,Iraq,32.95N,45.00E
1919-09-01,30.638,0.645,Baghdad,Iraq,32.95N,45.00E
1919-10-01,25.741999999999997,0.325,Baghdad,Iraq,32.95N,45.00E
1919-11-01,18.514000000000006,1.984,Baghdad,Iraq,32.95N,45.00E
1919-12-01,11.343,0.485,Baghdad,Iraq,32.95N,45.00E
1920-01-01,9.618,1.467,Baghdad,Iraq,32.95N,45.00E
1920-02-01,7.105,0.624,Baghdad,Iraq,32.95N,45.00E
1920-03-01,15.985999999999999,0.8,Baghdad,Iraq,32.95N,45.00E
1920-04-01,21.316999999999997,1.3769999999999998,Baghdad,Iraq,32.95N,45.00E
1920-05-01,27.505,0.74,Baghdad,Iraq,32.95N,45.00E
1920-06-01,32.573,0.74,Baghdad,Iraq,32.95N,45.00E
1920-07-01,32.909,2.466,Baghdad,Iraq,32.95N,45.00E
1920-08-01,34.150999999999996,0.414,Baghdad,Iraq,32.95N,45.00E
1920-09-01,29.953000000000007,0.7340000000000001,Baghdad,Iraq,32.95N,45.00E
1920-10-01,25.178,1.515,Baghdad,Iraq,32.95N,45.00E
1920-11-01,14.546,0.647,Baghdad,Iraq,32.95N,45.00E
1920-12-01,7.2879999999999985,0.804,Baghdad,Iraq,32.95N,45.00E
1921-01-01,8.588000000000001,0.56,Baghdad,Iraq,32.95N,45.00E
1921-02-01,10.336,1.005,Baghdad,Iraq,32.95N,45.00E
1921-03-01,14.617,1.05,Baghdad,Iraq,32.95N,45.00E
1921-04-01,22.285999999999998,1.575,Baghdad,Iraq,32.95N,45.00E
1921-05-01,26.881999999999998,1.3530000000000002,Baghdad,Iraq,32.95N,45.00E
1921-06-01,31.947,1.431,Baghdad,Iraq,32.95N,45.00E
1921-07-01,36.688,2.628,Baghdad,Iraq,32.95N,45.00E
1921-08-01,34.309000000000005,0.731,Baghdad,Iraq,32.95N,45.00E
1921-09-01,30.315,0.537,Baghdad,Iraq,32.95N,45.00E
1921-10-01,23.605,0.929,Baghdad,Iraq,32.95N,45.00E
1921-11-01,16.590999999999998,0.627,Baghdad,Iraq,32.95N,45.00E
1921-12-01,10.2,0.738,Baghdad,Iraq,32.95N,45.00E
1922-01-01,10.897,0.616,Baghdad,Iraq,32.95N,45.00E
1922-02-01,11.25,1.991,Baghdad,Iraq,32.95N,45.00E
1922-03-01,15.963,0.99,Baghdad,Iraq,32.95N,45.00E
1922-04-01,21.999,0.541,Baghdad,Iraq,32.95N,45.00E
1922-05-01,28.425,0.494,Baghdad,Iraq,32.95N,45.00E
1922-06-01,32.933,0.6579999999999999,Baghdad,Iraq,32.95N,45.00E
1922-07-01,35.296,0.976,Baghdad,Iraq,32.95N,45.00E
1922-08-01,34.353,1.151,Baghdad,Iraq,32.95N,45.00E
1922-09-01,29.355999999999998,0.825,Baghdad,Iraq,32.95N,45.00E
1922-10-01,25.064,0.531,Baghdad,Iraq,32.95N,45.00E
1922-11-01,18.995,0.7440000000000001,Baghdad,Iraq,32.95N,45.00E
1922-12-01,10.648,0.505,Baghdad,Iraq,32.95N,45.00E
1923-01-01,9.252,0.544,Baghdad,Iraq,32.95N,45.00E
1923-02-01,11.399000000000001,0.731,Baghdad,Iraq,32.95N,45.00E
1923-03-01,16.096,0.736,Baghdad,Iraq,32.95N,45.00E
1923-04-01,19.637999999999998,0.82,Baghdad,Iraq,32.95N,45.00E
1923-05-01,28.686999999999998,0.593,Baghdad,Iraq,32.95N,45.00E
1923-06-01,32.921,0.813,Baghdad,Iraq,32.95N,45.00E
1923-07-01,34.61,0.532,Baghdad,Iraq,32.95N,45.00E
1923-08-01,32.804,0.5720000000000001,Baghdad,Iraq,32.95N,45.00E
1923-09-01,31.104000000000006,0.857,Baghdad,Iraq,32.95N,45.00E
1923-10-01,24.656,0.472,Baghdad,Iraq,32.95N,45.00E
1923-11-01,16.855,0.742,Baghdad,Iraq,32.95N,45.00E
1923-12-01,12.928999999999998,1.079,Baghdad,Iraq,32.95N,45.00E
1924-01-01,11.120999999999999,0.936,Baghdad,Iraq,32.95N,45.00E
1924-02-01,11.356,1.334,Baghdad,Iraq,32.95N,45.00E
1924-03-01,17.37,0.818,Baghdad,Iraq,32.95N,45.00E
1924-04-01,21.079,0.85,Baghdad,Iraq,32.95N,45.00E
1924-05-01,27.824,0.915,Baghdad,Iraq,32.95N,45.00E
1924-06-01,32.739000000000004,0.585,Baghdad,Iraq,32.95N,45.00E
1924-07-01,35.275999999999996,0.35700000000000004,Baghdad,Iraq,32.95N,45.00E
1924-08-01,34.353,0.348,Baghdad,Iraq,32.95N,45.00E
1924-09-01,31.389000000000006,0.6559999999999999,Baghdad,Iraq,32.95N,45.00E
1924-10-01,24.84,0.6509999999999999,Baghdad,Iraq,32.95N,45.00E
1924-11-01,18.03,0.972,Baghdad,Iraq,32.95N,45.00E
1924-12-01,9.654,0.86,Baghdad,Iraq,32.95N,45.00E
1925-01-01,5.263000000000001,1.6030000000000002,Baghdad,Iraq,32.95N,45.00E
1925-02-01,8.995999999999997,1.306,Baghdad,Iraq,32.95N,45.00E
1925-03-01,19.219,1.289,Baghdad,Iraq,32.95N,45.00E
1925-04-01,21.188,0.77,Baghdad,Iraq,32.95N,45.00E
1925-05-01,28.432,0.773,Baghdad,Iraq,32.95N,45.00E
1925-06-01,31.359,0.821,Baghdad,Iraq,32.95N,45.00E
1925-07-01,33.75,0.667,Baghdad,Iraq,32.95N,45.00E
1925-08-01,34.7,0.371,Baghdad,Iraq,32.95N,45.00E
1925-09-01,31.189,0.625,Baghdad,Iraq,32.95N,45.00E
1925-10-01,23.96,0.489,Baghdad,Iraq,32.95N,45.00E
1925-11-01,16.712000000000003,0.799,Baghdad,Iraq,32.95N,45.00E
1925-12-01,13.393999999999998,0.383,Baghdad,Iraq,32.95N,45.00E
1926-01-01,10.575,0.518,Baghdad,Iraq,32.95N,45.00E
1926-02-01,11.871,0.5589999999999999,Baghdad,Iraq,32.95N,45.00E
1926-03-01,16.045,0.851,Baghdad,Iraq,32.95N,45.00E
1926-04-01,20.776999999999997,1.219,Baghdad,Iraq,32.95N,45.00E
1926-05-01,28.546,0.805,Baghdad,Iraq,32.95N,45.00E
1926-06-01,32.177,1.155,Baghdad,Iraq,32.95N,45.00E
1926-07-01,33.659,0.6559999999999999,Baghdad,Iraq,32.95N,45.00E
1926-08-01,34.189,0.292,Baghdad,Iraq,32.95N,45.00E
1926-09-01,28.843000000000004,0.583,Baghdad,Iraq,32.95N,45.00E
1926-10-01,24.293000000000003,0.54,Baghdad,Iraq,32.95N,45.00E
1926-11-01,17.322000000000006,0.6970000000000001,Baghdad,Iraq,32.95N,45.00E
1926-12-01,11.758,0.44,Baghdad,Iraq,32.95N,45.00E
1927-01-01,9.099,0.5820000000000001,Baghdad,Iraq,32.95N,45.00E
1927-02-01,9.756,0.7440000000000001,Baghdad,Iraq,32.95N,45.00E
1927-03-01,15.36,1.36,Baghdad,Iraq,32.95N,45.00E
1927-04-01,20.423,0.5770000000000001,Baghdad,Iraq,32.95N,45.00E
1927-05-01,28.845,1.64,Baghdad,Iraq,32.95N,45.00E
1927-06-01,34.054,0.871,Baghdad,Iraq,32.95N,45.00E
1927-07-01,34.832,0.436,Baghdad,Iraq,32.95N,45.00E
1927-08-01,34.455,0.653,Baghdad,Iraq,32.95N,45.00E
1927-09-01,31.741999999999997,0.413,Baghdad,Iraq,32.95N,45.00E
1927-10-01,26.37,0.469,Baghdad,Iraq,32.95N,45.00E
1927-11-01,17.671000000000006,0.443,Baghdad,Iraq,32.95N,45.00E
1927-12-01,9.763,1.367,Baghdad,Iraq,32.95N,45.00E
1928-01-01,8.767000000000001,0.777,Baghdad,Iraq,32.95N,45.00E
1928-02-01,11.095,0.879,Baghdad,Iraq,32.95N,45.00E
1928-03-01,13.519,0.484,Baghdad,Iraq,32.95N,45.00E
1928-04-01,24.544,0.862,Baghdad,Iraq,32.95N,45.00E
1928-05-01,28.732,0.48,Baghdad,Iraq,32.95N,45.00E
1928-06-01,32.809,0.422,Baghdad,Iraq,32.95N,45.00E
1928-07-01,35.327,1.112,Baghdad,Iraq,32.95N,45.00E
1928-08-01,33.347,0.412,Baghdad,Iraq,32.95N,45.00E
1928-09-01,31.46,0.359,Baghdad,Iraq,32.95N,45.00E
1928-10-01,23.162,0.915,Baghdad,Iraq,32.95N,45.00E
1928-11-01,16.596,0.611,Baghdad,Iraq,32.95N,45.00E
1928-12-01,11.787999999999998,0.628,Baghdad,Iraq,32.95N,45.00E
1929-01-01,9.635,0.921,Baghdad,Iraq,32.95N,45.00E
1929-02-01,11.393,1.006,Baghdad,Iraq,32.95N,45.00E
1929-03-01,14.555,0.932,Baghdad,Iraq,32.95N,45.00E
1929-04-01,22.318,0.845,Baghdad,Iraq,32.95N,45.00E
1929-05-01,30.165,0.623,Baghdad,Iraq,32.95N,45.00E
1929-06-01,31.315,0.8270000000000001,Baghdad,Iraq,32.95N,45.00E
1929-07-01,34.168,0.696,Baghdad,Iraq,32.95N,45.00E
1929-08-01,35.228,1.061,Baghdad,Iraq,32.95N,45.00E
1929-09-01,31.785,0.44,Baghdad,Iraq,32.95N,45.00E
1929-10-01,24.158,0.659,Baghdad,Iraq,32.95N,45.00E
1929-11-01,18.253,0.933,Baghdad,Iraq,32.95N,45.00E
1929-12-01,10.55,1.003,Baghdad,Iraq,32.95N,45.00E
1930-01-01,8.991,1.042,Baghdad,Iraq,32.95N,45.00E
1930-02-01,12.335,0.626,Baghdad,Iraq,32.95N,45.00E
1930-03-01,16.637,0.512,Baghdad,Iraq,32.95N,45.00E
1930-04-01,22.040000000000006,0.6,Baghdad,Iraq,32.95N,45.00E
1930-05-01,28.022,0.622,Baghdad,Iraq,32.95N,45.00E
1930-06-01,31.965,0.41,Baghdad,Iraq,32.95N,45.00E
1930-07-01,34.755,0.378,Baghdad,Iraq,32.95N,45.00E
1930-08-01,35.747,1.002,Baghdad,Iraq,32.95N,45.00E
1930-09-01,30.750999999999998,0.4270000000000001,Baghdad,Iraq,32.95N,45.00E
1930-10-01,24.583,0.54,Baghdad,Iraq,32.95N,45.00E
1930-11-01,18.26,0.365,Baghdad,Iraq,32.95N,45.00E
1930-12-01,11.883,1.003,Baghdad,Iraq,32.95N,45.00E
1931-01-01,10.222999999999999,0.409,Baghdad,Iraq,32.95N,45.00E
1931-02-01,11.158,0.536,Baghdad,Iraq,32.95N,45.00E
1931-03-01,16.493000000000002,1.766,Baghdad,Iraq,32.95N,45.00E
1931-04-01,21.704,0.525,Baghdad,Iraq,32.95N,45.00E
1931-05-01,27.55,0.731,Baghdad,Iraq,32.95N,45.00E
1931-06-01,32.288000000000004,0.6990000000000001,Baghdad,Iraq,32.95N,45.00E
1931-07-01,35.729,0.7170000000000001,Baghdad,Iraq,32.95N,45.00E
1931-08-01,34.809000000000005,0.287,Baghdad,Iraq,32.95N,45.00E
1931-09-01,32.173,0.339,Baghdad,Iraq,32.95N,45.00E
1931-10-01,23.842,0.875,Baghdad,Iraq,32.95N,45.00E
1931-11-01,16.363000000000003,0.509,Baghdad,Iraq,32.95N,45.00E
1931-12-01,9.139,0.355,Baghdad,Iraq,32.95N,45.00E
1932-01-01,8.705,1.119,Baghdad,Iraq,32.95N,45.00E
1932-02-01,11.501,0.542,Baghdad,Iraq,32.95N,45.00E
1932-03-01,16.479,1.127,Baghdad,Iraq,32.95N,45.00E
1932-04-01,21.658,0.4270000000000001,Baghdad,Iraq,32.95N,45.00E
1932-05-01,27.47,0.8079999999999999,Baghdad,Iraq,32.95N,45.00E
1932-06-01,33.316,0.618,Baghdad,Iraq,32.95N,45.00E
1932-07-01,33.893,0.503,Baghdad,Iraq,32.95N,45.00E
1932-08-01,34.872,1.356,Baghdad,Iraq,32.95N,45.00E
1932-09-01,29.944000000000006,0.28300000000000003,Baghdad,Iraq,32.95N,45.00E
1932-10-01,25.880000000000006,0.682,Baghdad,Iraq,32.95N,45.00E
1932-11-01,16.694000000000006,0.545,Baghdad,Iraq,32.95N,45.00E
1932-12-01,7.985999999999999,0.648,Baghdad,Iraq,32.95N,45.00E
1933-01-01,7.642,0.428,Baghdad,Iraq,32.95N,45.00E
1933-02-01,12.021999999999998,0.431,Baghdad,Iraq,32.95N,45.00E
1933-03-01,14.742,0.591,Baghdad,Iraq,32.95N,45.00E
1933-04-01,19.24,0.33,Baghdad,Iraq,32.95N,45.00E
1933-05-01,27.94,0.53,Baghdad,Iraq,32.95N,45.00E
1933-06-01,31.097,0.463,Baghdad,Iraq,32.95N,45.00E
1933-07-01,33.957,0.875,Baghdad,Iraq,32.95N,45.00E
1933-08-01,34.11,0.703,Baghdad,Iraq,32.95N,45.00E
1933-09-01,29.756999999999998,0.484,Baghdad,Iraq,32.95N,45.00E
1933-10-01,24.195999999999998,0.408,Baghdad,Iraq,32.95N,45.00E
1933-11-01,17.479000000000006,0.8959999999999999,Baghdad,Iraq,32.95N,45.00E
1933-12-01,10.193,1.665,Baghdad,Iraq,32.95N,45.00E
1934-01-01,7.479000000000001,0.612,Baghdad,Iraq,32.95N,45.00E
1934-02-01,10.646999999999998,0.621,Baghdad,Iraq,32.95N,45.00E
1934-03-01,16.512999999999998,1.517,Baghdad,Iraq,32.95N,45.00E
1934-04-01,21.794,1.41,Baghdad,Iraq,32.95N,45.00E
1934-05-01,26.578000000000003,0.467,Baghdad,Iraq,32.95N,45.00E
1934-06-01,32.576,0.32,Baghdad,Iraq,32.95N,45.00E
1934-07-01,34.367,0.376,Baghdad,Iraq,32.95N,45.00E
1934-08-01,34.053000000000004,0.915,Baghdad,Iraq,32.95N,45.00E
1934-09-01,30.368,1.421,Baghdad,Iraq,32.95N,45.00E
1934-10-01,24.801,1.15,Baghdad,Iraq,32.95N,45.00E
1934-11-01,17.570999999999998,1.19,Baghdad,Iraq,32.95N,45.00E
1934-12-01,10.945,0.742,Baghdad,Iraq,32.95N,45.00E
1935-01-01,9.469,0.965,Baghdad,Iraq,32.95N,45.00E
1935-02-01,12.611999999999998,0.472,Baghdad,Iraq,32.95N,45.00E
1935-03-01,17.355999999999998,0.969,Baghdad,Iraq,32.95N,45.00E
1935-04-01,21.089,0.361,Baghdad,Iraq,32.95N,45.00E
1935-05-01,28.728,0.659,Baghdad,Iraq,32.95N,45.00E
1935-06-01,32.743,0.698,Baghdad,Iraq,32.95N,45.00E
1935-07-01,34.808,0.471,Baghdad,Iraq,32.95N,45.00E
1935-08-01,35.271,0.376,Baghdad,Iraq,32.95N,45.00E
1935-09-01,32.105000000000004,0.654,Baghdad,Iraq,32.95N,45.00E
1935-10-01,25.874,1.763,Baghdad,Iraq,32.95N,45.00E
1935-11-01,16.472,0.31,Baghdad,Iraq,32.95N,45.00E
1935-12-01,12.857000000000001,0.4320000000000001,Baghdad,Iraq,32.95N,45.00E
1936-01-01,10.089,0.493,Baghdad,Iraq,32.95N,45.00E
1936-02-01,12.321,1.351,Baghdad,Iraq,32.95N,45.00E
1936-03-01,15.510000000000002,0.532,Baghdad,Iraq,32.95N,45.00E
1936-04-01,22.575000000000006,0.329,Baghdad,Iraq,32.95N,45.00E
1936-05-01,27.320999999999998,0.423,Baghdad,Iraq,32.95N,45.00E
1936-06-01,31.288,0.38,Baghdad,Iraq,32.95N,45.00E
1936-07-01,34.963,0.322,Baghdad,Iraq,32.95N,45.00E
1936-08-01,35.741,0.605,Baghdad,Iraq,32.95N,45.00E
1936-09-01,28.892000000000003,0.521,Baghdad,Iraq,32.95N,45.00E
1936-10-01,25.138,0.433,Baghdad,Iraq,32.95N,45.00E
1936-11-01,18.93,0.5820000000000001,Baghdad,Iraq,32.95N,45.00E
1936-12-01,9.518,0.687,Baghdad,Iraq,32.95N,45.00E
1937-01-01,6.922999999999999,0.589,Baghdad,Iraq,32.95N,45.00E
1937-02-01,12.21,0.602,Baghdad,Iraq,32.95N,45.00E
1937-03-01,17.684,0.5770000000000001,Baghdad,Iraq,32.95N,45.00E
1937-04-01,22.502,0.46,Baghdad,Iraq,32.95N,45.00E
1937-05-01,28.294,0.67,Baghdad,Iraq,32.95N,45.00E
1937-06-01,31.435,1.067,Baghdad,Iraq,32.95N,45.00E
1937-07-01,35.625,0.478,Baghdad,Iraq,32.95N,45.00E
1937-08-01,34.725,0.657,Baghdad,Iraq,32.95N,45.00E
1937-09-01,32.27,0.514,Baghdad,Iraq,32.95N,45.00E
1937-10-01,25.384,0.349,Baghdad,Iraq,32.95N,45.00E
1937-11-01,18.012,0.695,Baghdad,Iraq,32.95N,45.00E
1937-12-01,11.423,0.71,Baghdad,Iraq,32.95N,45.00E
1938-01-01,10.699000000000002,0.449,Baghdad,Iraq,32.95N,45.00E
1938-02-01,11.243,0.436,Baghdad,Iraq,32.95N,45.00E
1938-03-01,12.919,0.551,Baghdad,Iraq,32.95N,45.00E
1938-04-01,21.534,0.575,Baghdad,Iraq,32.95N,45.00E
